Record_ID,Date,Month,Quarter,Year,Region,Trust,Hospital,AE_Type,Attendances,Emergency_Admissions,Seen_Within_4Hours,Over_4Hours,Average_Waiting_Time,Longest_Wait_Hours,Left_Before_Treatment,Ambulance_Arrivals,Self_Referrals,GP_Referrals,Other_Referrals
3674,04/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,696,132,591,105,240,13.3,24,100,156,28,512
3675,04/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,593,163,480,113,262,4.9,21,80,212,24,357
3676,05/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,260,52,192,68,316,6.9,16,62,265,19,24
3677,05/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,396,106,382,14,287,10.1,1,78,161,74,161
3678,05/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,560,162,440,120,295,11,3,72,234,36,290
3679,05/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,619,140,557,62,200,5.8,15,204,272,43,304
3680,05/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,602,148,365,237,241,13,16,215,299,62,241
3681,06/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,628,82,567,61,202,12.6,15,176,139,35,454
3682,06/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,421,66,363,58,104,15.7,17,82,67,54,300
3683,06/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,551,145,450,101,262,10,4,209,131,69,351
3684,06/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,461,126,386,75,117,9.5,15,192,253,29,179
3685,06/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,496,151,392,104,205,11.3,9,197,248,42,206
3686,07/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,594,101,481,113,283,8.9,19,120,110,80,404
3687,07/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,480,85,383,97,213,8.8,19,154,97,24,359
3688,07/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,643,124,538,105,131,13.8,7,149,256,53,334
3689,07/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,587,141,417,170,201,8.4,0,209,194,44,349
3690,07/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,625,163,580,45,318,13.2,6,202,100,19,506
3691,08/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,390,139,372,18,245,14.9,10,83,170,23,197
3692,08/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,362,185,279,83,179,8.2,8,86,92,64,206
3693,08/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,670,161,440,230,276,12.3,12,55,153,42,475
3694,08/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,529,70,356,173,91,12.1,0,210,119,12,398
3695,08/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,399,94,347,52,164,13.9,8,51,272,33,94
3696,09/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,307,169,239,68,232,12.9,10,104,117,79,111
3697,09/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,558,158,385,173,290,9.4,14,98,299,53,206
3698,09/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,359,139,308,51,282,11.9,14,215,165,57,137
3699,09/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,679,117,632,47,233,14.9,13,95,261,28,390
3700,09/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,253,160,158,95,99,7.2,23,204,135,54,64
3701,10/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,254,122,230,24,197,5.7,21,125,122,41,91
3702,10/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,329,183,274,55,183,8.8,22,136,185,13,131
3703,10/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,412,60,379,33,173,13,4,195,65,60,287
3704,10/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,631,60,548,83,110,12.4,14,214,281,50,300
3705,10/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,499,114,401,98,215,10.7,1,131,201,25,273
3706,11/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,463,120,367,96,103,8.6,15,63,150,53,260
3707,11/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,668,199,563,105,257,5.3,22,214,238,70,360
3708,11/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,349,66,248,101,97,11.1,14,182,107,76,166
3709,11/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,276,178,249,27,118,10,21,71,300,21,45
3710,11/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,386,95,283,103,296,11.2,0,41,63,46,277
3711,12/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,455,88,287,168,245,10.5,20,133,53,12,390
3712,12/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,498,137,373,125,266,12.6,21,212,69,10,419
3713,12/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,295,167,293,2,247,12.4,23,111,73,74,148
3714,12/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,411,187,286,125,216,12.8,15,116,180,79,152
3715,12/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,465,100,298,167,110,5.2,22,185,283,59,123
3716,13/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,445,177,281,164,112,6.9,20,162,171,75,199
3717,13/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,612,184,371,241,289,7.6,6,140,151,48,413
3718,13/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,686,57,625,61,172,15.7,11,176,261,51,374
3719,13/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,369,111,230,139,244,11.3,12,218,130,67,172
3720,13/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,295,81,182,113,320,8.8,24,96,99,56,140
3721,14/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,517,148,408,109,244,10,4,63,258,70,189
3722,14/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,470,166,381,89,223,10.8,10,144,260,46,164
3723,14/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,605,180,550,55,264,5.4,11,57,197,57,351
3724,14/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,283,117,181,102,285,8.9,11,88,121,16,146
3725,14/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,677,146,668,9,171,13.3,13,138,135,28,514
3726,15/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,568,98,415,153,235,13.5,14,125,97,73,398
3727,15/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,653,186,604,49,255,8.5,18,118,206,64,383
3728,15/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,430,190,367,63,318,13.2,25,171,229,54,147
3729,15/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,563,138,401,162,251,14.2,18,207,108,69,386
3730,15/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,566,50,564,2,110,8,18,137,253,73,240
3731,16/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,279,140,244,35,309,7.8,20,192,260,27,8
3732,16/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,559,113,366,193,302,13.9,3,205,206,66,287
3733,16/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,304,166,251,53,236,8.6,3,75,299,61,56
3734,16/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,525,82,371,154,128,15.7,24,180,234,12,279
3735,16/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,444,109,318,126,200,10.2,5,138,128,68,248
3736,17/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,530,185,382,148,180,5.7,25,57,203,34,293
3737,17/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,278,57,234,44,261,8,25,77,162,48,68
3738,17/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,543,102,349,194,175,14.3,23,103,247,72,224
3739,17/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,648,88,493,155,228,15.1,4,123,155,65,428
3740,17/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,545,68,516,29,166,14.9,16,46,82,52,411
3741,18/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,596,199,526,70,320,12.5,14,201,243,46,307
3742,18/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,337,183,294,43,130,4.3,8,48,146,56,135
3743,18/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,577,134,405,172,256,10.7,16,121,285,37,255
3744,18/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,330,106,314,16,158,12.8,11,134,297,13,20
3745,18/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,405,193,310,95,190,13.8,18,205,84,57,264
3746,19/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,449,87,316,133,284,5,14,215,79,25,345
3747,19/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,356,81,344,12,212,15.7,16,114,273,22,61
3748,19/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,492,132,428,64,231,11.2,7,71,75,60,357
3749,19/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,689,92,622,67,142,5.5,9,112,116,51,522
3750,19/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,417,157,261,156,140,10.6,23,157,59,49,309
3751,20/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,372,65,321,51,268,13.3,17,148,189,21,162
3752,20/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,316,95,233,83,165,11,1,117,166,37,113
3753,20/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,489,123,430,59,239,10.4,3,196,61,26,402
3754,20/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,258,95,252,6,143,15.3,24,149,281,60,83
3755,20/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,551,108,406,145,218,6.7,21,198,283,14,254
3756,21/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,482,141,301,181,139,6.8,23,131,197,36,249
3757,21/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,549,96,340,209,170,11.9,24,121,169,62,318
3758,21/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,286,132,245,41,197,10.5,14,137,147,24,115
3759,21/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,417,156,404,13,214,13.5,8,41,66,49,302
3760,21/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,359,106,353,6,136,6,9,172,200,12,147
3761,22/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,453,133,430,23,315,15.3,24,166,220,27,206
3762,22/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,540,193,376,164,112,9.8,5,138,211,44,285
3763,22/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,316,84,232,84,241,14.7,10,124,71,53,192
3764,22/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,416,143,257,159,252,6.8,3,125,269,22,125
3765,22/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,583,194,453,130,288,15,22,120,88,30,465
3766,23/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,640,129,548,92,116,12.1,16,115,104,77,459
3767,23/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,273,84,245,28,308,4.3,3,196,236,72,35
3768,23/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,442,140,434,8,123,13.2,3,184,181,33,228
3769,23/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,694,170,611,83,126,7.8,17,213,272,45,377
3770,23/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,541,121,523,18,91,10.3,19,200,270,19,252
3771,24/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,663,132,594,69,138,7.4,24,47,58,19,586
3772,24/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,530,77,322,208,305,10.2,2,218,151,59,320
3773,24/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,302,188,219,83,176,14.6,5,123,173,43,86
3774,24/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,500,75,496,4,171,7.1,20,45,155,62,283
3775,24/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,473,53,307,166,257,10.7,23,98,68,57,348
3776,25/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,687,118,601,86,316,11.1,13,199,105,10,572
3777,25/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,654,124,626,28,297,15.2,12,69,69,49,536
3778,25/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,362,166,219,143,176,7.5,2,68,265,21,76
3779,25/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,677,138,593,84,110,14.8,5,70,271,15,391
3780,25/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,413,195,274,139,286,15,20,182,272,53,88
3781,26/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,457,106,413,44,194,4.2,22,97,188,65,204
3782,26/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,252,89,222,30,285,11.2,16,177,282,20,50
3783,26/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,639,165,578,61,291,12.6,14,160,182,13,444
3784,26/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,371,178,279,92,252,9,10,66,234,44,93
3785,26/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,435,113,292,143,181,14.4,6,187,268,54,113
3786,27/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,400,165,265,135,215,12.6,16,208,189,35,176
3787,27/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,413,156,259,154,287,9,10,79,253,40,120
3788,27/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,472,172,371,101,305,10.8,10,86,246,20,206
3789,27/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,665,79,521,144,172,6.9,25,216,217,63,385
3790,27/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,604,65,465,139,125,5.6,11,114,288,55,261
3791,28/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,406,70,268,138,128,5.9,24,205,288,78,40
3792,28/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,605,96,577,28,149,14.9,17,206,192,23,390
3793,28/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,475,106,336,139,165,8.5,18,56,282,16,177
3794,28/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,604,76,391,213,232,13.2,15,86,143,16,445
3795,28/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,574,154,541,33,111,15.2,8,50,168,61,345
3796,29/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,365,192,243,122,241,15.9,25,89,221,58,86
3797,29/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,612,121,584,28,291,13.3,0,100,141,68,403
3798,29/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,413,155,334,79,166,15.7,22,168,264,11,138
3799,29/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,582,56,579,3,223,6.7,14,172,211,47,324
3800,29/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,297,196,296,1,309,10.8,18,203,166,30,101
3801,30/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,380,102,336,44,278,12.6,4,84,275,11,94
3802,30/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,634,72,554,80,154,4.1,15,75,63,53,518
3803,30/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,608,182,511,97,127,8.6,6,115,54,37,517
3804,30/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,364,83,228,136,277,11.2,4,199,180,15,169
3805,30/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,386,176,291,95,174,14.3,13,54,245,52,89
3806,31/01/2025,January,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,648,160,394,254,295,6.2,22,137,235,31,382
3807,31/01/2025,January,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,271,82,210,61,103,6.1,5,59,177,77,17
3808,31/01/2025,January,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,571,186,356,215,139,10.1,9,218,93,56,422
3809,31/01/2025,January,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,587,118,560,27,167,9.3,7,134,125,34,428
3810,31/01/2025,January,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,282,102,219,63,277,13.3,15,140,279,47,44
3811,01/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,642,71,451,191,143,7.5,13,170,135,22,485
3812,01/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,644,52,566,78,143,6.2,15,175,186,61,397
3813,01/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,695,198,525,170,213,13.2,17,65,227,74,394
3814,01/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,566,156,368,198,171,11.7,15,120,276,14,276
3815,01/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,329,81,305,24,171,8,2,174,125,25,179
3816,02/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,351,76,329,22,280,6.8,19,82,55,10,286
3817,02/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,570,188,480,90,246,13.7,23,132,113,70,387
3818,02/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,465,138,320,145,120,5.2,0,178,292,72,101
3819,02/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,425,124,305,120,261,13.3,3,87,165,66,194
3820,02/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,603,142,538,65,234,7.4,2,187,153,20,430
3821,03/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,651,195,576,75,155,12.8,23,134,285,58,308
3822,03/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,693,168,486,207,271,10.5,8,213,61,27,605
3823,03/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,689,81,523,166,287,7.3,22,141,100,64,525
3824,03/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,489,189,330,159,274,15.9,5,150,205,45,239
3825,03/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,677,98,603,74,172,8.3,13,80,99,76,502
3826,04/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,580,112,401,179,236,11.5,20,161,93,34,453
3827,04/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,419,172,307,112,227,5.7,4,127,280,37,102
3828,04/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,628,141,408,220,182,8,7,80,131,19,478
3829,04/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,268,130,231,37,232,7,21,146,104,21,143
3830,04/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,668,90,663,5,255,4.9,23,219,250,67,351
3831,05/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,380,174,248,132,238,6.4,1,136,111,34,235
3832,05/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,578,120,459,119,171,9.1,2,111,225,25,328
3833,05/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,473,143,465,8,278,7,11,194,251,59,163
3834,05/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,434,159,357,77,194,11.1,11,69,169,70,195
3835,05/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,634,162,588,46,100,9.5,10,145,298,43,293
